Name,Gender,Sport,Event,Year,City,Gold,Silver,Bronze
Manu Bhaker,W,Shooting,"25m Pistol, 10m Air Pistol",2024,Paris,,,2
Esha Singh,W,Shooting,25m Pistol,2024,Paris,,,
Rajeshwari Kumari,W,Shooting,Trap,2024,Paris,,,
Shreyasi Singh,W,Shooting,Trap,2024,Paris,,,
Elavenil Valarivan,W,Shooting,10m Air Rifle,2024,Paris,,,
Ramita,W,Shooting,10m Air Rifle,2024,Paris,,,
Sift Kaur Samra,W,Shooting,50m Rifle 3P,2024,Paris,,,
Anjum Moudgil,W,Shooting,50m Rifle 3P,2024,Paris,,,
Raiza Dhillon,W,Shooting,Skeet,2024,Paris,,,
Maheshwari Chauhan,W,Shooting,Skeet,2024,Paris,,,
Rhythm Sangwan,W,Shooting,10m Air Pistol,2024,Paris,,,
Vishnu Saravanan,M,Sailing,Men’s Dinghy,2024,Paris,,,
Nethra Kumanan,F,Sailing,Women’s Dinghy,2024,Paris,,,
Balraj Panwar,M,Rowing,Single Sculls,2024,Paris,,,
Tulika Maan,F,Judo,+78kg,2024,Paris,,,
Sreejesh Parattu Raveendran,M,Hockey,Men’s Team,2024,Paris,,,
Harmanpreet Singh,M,Hockey,Men’s Team,2024,Paris,,,1
Jarmanpreet Singh,M,Hockey,Men’s Team,2024,Paris,,,
Hardik Singh,M,Hockey,Men’s Team,2024,Paris,,,
Vivek Sagar Prasad,M,Hockey,Men’s Team,2024,Paris,,,
Mandeep Singh,M,Hockey,Men’s Team,2024,Paris,,,
Shamsher Singh,M,Hockey,Men’s Team,2024,Paris,,,
Abhishek,M,Hockey,Men’s Team,2024,Paris,,,
Lalit Kumar Upadhyay,M,Hockey,Men’s Team,2024,Paris,,,
Raj Kumar Pal,M,Hockey,Men’s Team,2024,Paris,,,
Sukhjeet Singh,M,Hockey,Men’s Team,2024,Paris,,,
Amit Rohidas,M,Hockey,Men’s Team,2024,Paris,,,
Gurjant Singh,M,Hockey,Men’s Team,2024,Paris,,,
Manpreet Singh,M,Hockey,Men’s Team,2024,Paris,,,
Sanjay,M,Hockey,Men’s Team,2024,Paris,,,
Sumit,M,Hockey,Men’s Team,2024,Paris,,,
Shubhankar Sharma,M,Golf,Individual,2024,Paris,,,
Gaganjeet Bhullar,M,Golf,Individual,2024,Paris,,,
Aditi Ashok,F,Golf,Individual,2024,Paris,,,
Diksha Dagar,F,Golf,Individual,2024,Paris,,,
Anush Agarwalla,M,Equestrian,Dressage,2024,Paris,,,
Amit Panghal,M,Boxing,51kg,2024,Paris,,,
Nishant Dev,M,Boxing,71kg,2024,Paris,,,
Nikhat Zareen,F,Boxing,50kg,2024,Paris,,,
Preeti,F,Boxing,54kg,2024,Paris,,,
Jaismine,F,Boxing,57kg,2024,Paris,,,
H. S. Prannoy,M,Badminton,Singles,2024,Paris,,,
Lakshya Sen,M,Badminton,Singles,2024,Paris,,,
Satwiksairaj ,M,Badminton,Doubles,2024,Paris,,,
Chirag Shetty,M,Badminton,Doubles,2024,Paris,,,
P. V. Sindhu,F,Badminton,Singles,2024,Paris,,,
Tanisha Crasto & Ashwini P.,F,Badminton,Doubles,2024,Paris,,,
Ashwini Ponnappa,W,Badminton,Women’s Doubles,2024,Paris,,,
Sarvesh Anil Kushare,M,Athletics,High Jump,2024,Paris,,,
Suraj Panwar,M,Athletics,Marathon RW Mixed Relay,2024,Paris,,,
Akshdeep Singh,M,Athletics,20km Race Walk,2024,Paris,,,
Kishore Jena,M,Athletics,Javelin Throw,2024,Paris,,,
Neeraj Chopra,M,Athletics,Javelin Throw,2024,Paris,,1,
Muhammed Ajmal Variyathodi,M,Athletics,4x400m Relay,2024,Paris,,,
Santhosh Kumar Tamilarasan,M,Athletics,4x400m Relay,2024,Paris,,,
Rajesh Ramesh,M,Athletics,4x400m Relay,2024,Paris,,,
Amoj Jacob,M,Athletics,4x400m Relay,2024,Paris,,,
Avinash Mukund Sable,M,Athletics,3000m Steeplechase,2024,Paris,,,
Muhammed Anas Yahiya,M,Athletics,4x400m Relay,2024,Paris,,,
Tajinderpal Singh Toor,M,Athletics,Shot Put,2024,Paris,,,
Abdulla Narangolintevida,M,Athletics,Triple Jump,2024,Paris,,,
Praveen Chithravel,M,Athletics,Triple Jump,2024,Paris,,,
Jeswin Aldrin,M,Athletics,Long Jump,2024,Paris,,,
Vikas Singh,M,Athletics,20km Race Walk,2024,Paris,,,
Paramjeet Singh Bisht,M,Athletics,20km Race Walk,2024,Paris,,,
Annu Rani,W,Athletics,Javelin Throw,2024,Paris,,,
Parul Chaudhary,W,Athletics,5000m,2024,Paris,,,
Pahal Kiran,W,Athletics,"400m, 4x400m Relay",2024,Paris,,,
Jyothi Yarraji,W,Athletics,100m Hurdles,2024,Paris,,,
Ankita,W,Athletics,5000m,2024,Paris,,,
Priyanka,W,Athletics,20km Race Walk,2024,Paris,,,
Jyothika Sri Dandi,W,Athletics,4x400m Relay,2024,Paris,,,
Poovamma Raju Machettira,W,Athletics,4x400m Relay,2024,Paris,,,
Subha Venkatesan,W,Athletics,4x400m Relay,2024,Paris,,,
Vithya Ramraj,W,Athletics,4x400m Relay,2024,Paris,,,
Dhiraj Bommadevara,M,Archery,Individual,2024,Paris,,,
Tarundeep Rai,M,Archery,Individual,2024,Paris,,,
Pravin Ramesh Jadhav,M,Archery,Individual,2024,Paris,,,
Deepika Kumari,W,Archery,Individual,2024,Paris,,,
Bhajan Kaur,W,Archery,Individual,2024,Paris,,,
Ankita Bhakat,W,Archery,Individual,2024,Paris,,,
